nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4
Manuel Locatelli,Juventus,C,27,36,2994,1,2,2.42,3.83,9,0,33,1.024,34,True,match su cognome+squadra,1.1,"nome completo -- titolarita' 100%, minuti giocati 88% del possibile; 3.1 tackle+intercetti/90",37
Kenneth Taylor,Lazio,C,23,17,1394,3,2,2.09,1.08,5,0,34,0.986,34,True,match su cognome+squadra,0.981,"nome completo -- titolarita' 100%, minuti giocati 41% del possibile; 1.3 tackle+intercetti/90",33
Mastantuono,Fiorentina,C,,,,,,,,,,34,1.0,34,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,34
Frank Anguissa,Napoli,C,29,18,1258,4,1,2.55,1.55,1,0,33,0.987,33,True,match su cognome+squadra,0.983,"nome completo -- titolarita' 78%, minuti giocati 37% del possibile; 1.9 tackle+intercetti/90",32
Mario Pašalić,Atalanta,C,30,33,1936,3,4,3.45,6.25,3,0,29,1.09,32,True,match su cognome+squadra,0.969,"nome completo -- titolarita' 64%, minuti giocati 57% del possibile; 1.4 tackle+intercetti/90",31
Bryan Cristante,Roma,C,30,37,3094,2,1,2.35,2.28,6,0,32,1.01,32,True,match su cognome+squadra,1.056,"nome completo -- titolarita' 97%, minuti giocati 90% del possibile; 2.1 tackle+intercetti/90",34
Jurgen Ekkelenkamp,Udinese,C,25,31,2186,5,3,4.73,2.56,1,0,28,1.091,31,True,match su cognome+squadra,1.013,"nome completo -- titolarita' 87%, minuti giocati 64% del possibile; 1.9 tackle+intercetti/90",31
Ruben Loftus-Cheek,Milan,C,29,28,1133,3,1,4.14,1.04,2,0,32,0.973,31,True,match su cognome+squadra,0.913,"nome completo -- titolarita' 43%, minuti giocati 33% del possibile; 1.0 tackle+intercetti/90",28
Youssouf Fofana,Milan,C,26,33,2203,2,3,4.59,3.64,4,0,29,1.052,30,True,match su cognome+squadra,0.999,"nome completo -- titolarita' 85%, minuti giocati 64% del possibile; 1.6 tackle+intercetti/90",30
Adrian Bernabe,Parma,C,24,32,2470,3,1,2.62,4.64,0,0,29,1.033,30,True,match su cognome+squadra,1.014,"nome completo -- titolarita' 97%, minuti giocati 72% del possibile; 1.5 tackle+intercetti/90",30
Cesare Casadei,Torino,C,22,33,1997,6,0,4.65,1.81,5,0,28,1.032,29,True,match su cognome+squadra,0.953,"nome completo -- titolarita' 58%, minuti giocati 58% del possibile; 1.1 tackle+intercetti/90",28
Petar Sučić,Inter,C,21,34,1765,2,2,2.18,4.04,5,0,28,1.005,28,True,match su cognome+squadra,0.974,"nome completo -- titolarita' 62%, minuti giocati 52% del possibile; 1.7 tackle+intercetti/90",27
Niccolò Pisilli,Roma,C,20,25,1295,2,4,2.27,2.22,3,0,28,1.015,28,True,match su cognome+squadra,0.985,"nome completo -- titolarita' 52%, minuti giocati 38% del possibile; 2.6 tackle+intercetti/90",28
Nicola Zalewski,Atalanta,C,23,33,1897,2,4,3.14,5.14,3,0,24,1.064,26,True,match su cognome+squadra,0.987,"nome completo -- titolarita' 73%, minuti giocati 56% del possibile; 1.7 tackle+intercetti/90",26
Marten de Roon,Atalanta,C,34,34,2691,1,2,0.82,1.59,8,1,27,0.977,26,True,match su cognome+squadra,1.054,"nome completo -- titolarita' 94%, minuti giocati 79% del possibile; 2.3 tackle+intercetti/90",27
Lazar Samardzic,Atalanta,C,23,26,1030,2,1,2.78,2.38,1,0,27,0.957,26,True,match su cognome+squadra,0.931,"nome completo -- titolarita' 42%, minuti giocati 30% del possibile; 1.6 tackle+intercetti/90",24
Cristian Volpato,Sassuolo,C,21,24,1064,2,4,1.75,2.9,4,0,25,1.01,25,True,match su cognome+squadra,0.93,"nome completo -- titolarita' 46%, minuti giocati 31% del possibile; 1.4 tackle+intercetti/90",23
Jens Odgaard,Bologna,C,26,26,1378,5,1,2.73,0.94,1,0,25,1.003,25,True,match su cognome+squadra,0.937,"nome completo -- titolarita' 62%, minuti giocati 40% del possibile; 1.0 tackle+intercetti/90",23
Stanislav Lobotka,Napoli,C,30,32,2431,1,1,0.41,1.06,3,0,26,0.954,25,True,match su cognome+squadra,0.996,"nome completo -- titolarita' 91%, minuti giocati 71% del possibile; 1.2 tackle+intercetti/90",25
Messias,Genoa,C,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,25
Pierotti,Lecce,C,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,25
Samuel Chukwueze,Milan,C,26,1,26,0,0,0,0,0,0,28,0.841,24,True,match su cognome+squadra,0.881,"nome completo -- titolarita' 0%, minuti giocati 1% del possibile",21
Samuele Ricci,Milan,C,23,31,1312,1,4,2.11,2.78,3,0,24,1.001,24,True,match su cognome+squadra,0.919,"nome completo -- titolarita' 35%, minuti giocati 38% del possibile; 1.2 tackle+intercetti/90",22
Luis Henrique,Inter,C,23,30,1624,1,2,1.15,2.19,1,0,25,0.964,24,True,match su cognome+squadra,0.951,"nome completo -- titolarita' 60%, minuti giocati 48% del possibile; 1.3 tackle+intercetti/90",23
Danilo Cataldi,Lazio,C,30,27,1985,3,3,2.71,2.05,6,0,22,1.034,23,True,match su cognome+squadra,1.013,"nome completo -- titolarita' 89%, minuti giocati 58% del possibile; 1.9 tackle+intercetti/90",23
Neil El Aynaoui,Roma,C,24,25,999,1,2,0.96,1.77,5,0,24,0.938,23,True,match su cognome+squadra,0.956,"nome completo -- titolarita' 32%, minuti giocati 29% del possibile; 2.5 tackle+intercetti/90",22
Nemanja Matić,Sassuolo,C,36,34,2660,1,1,0.33,0.92,7,1,24,0.948,23,True,match su cognome+squadra,1.03,"nome completo -- titolarita' 91%, minuti giocati 78% del possibile; 1.9 tackle+intercetti/90",24
Teun Koopmeiners,Juventus,C,27,33,1827,0,0,1.79,0.73,5,0,25,0.906,23,True,match su cognome+squadra,0.961,"nome completo -- titolarita' 55%, minuti giocati 53% del possibile; 1.5 tackle+intercetti/90",22
Jesper Karlström,Udinese,C,30,36,3146,1,0,0.94,0.9,6,0,23,0.956,22,True,match su cognome+squadra,1.058,"nome completo -- titolarita' 100%, minuti giocati 92% del possibile; 2.0 tackle+intercetti/90",23
Gvidas Gineitis,Torino,C,21,29,1756,0,1,0.94,2.68,5,0,23,0.937,22,True,match su cognome+squadra,1.025,"nome completo -- titolarita' 79%, minuti giocati 51% del possibile; 2.6 tackle+intercetti/90",23
Berisha,Lecce,C,,,,,,,,,,22,1.0,22,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,22
Calò,Frosinone,C,,,,,,,,,,22,1.0,22,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,22
Luiz,Juventus,C,,,,,,,,,,22,1.0,22,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,22
Michael Folorunsho,Napoli,C,27,27,1999,2,0,2.95,0.94,3,0,22,0.955,21,True,"match su cognome (squadra diversa, trasferimento presunto)",0.971,"nome completo -- titolarita' 89%, minuti giocati 58% del possibile; 0.9 tackle+intercetti/90",20
Evan Ferguson,Bologna,C,20,16,773,3,2,3.48,1.69,1,0,20,0.985,20,True,"match su cognome (squadra diversa, trasferimento presunto)",0.904,"nome completo -- titolarita' 62%, minuti giocati 23% del possibile; 0.6 tackle+intercetti/90",18
Gianluca Gaetano,Atalanta,C,25,33,1912,2,4,2,2.21,4,0,19,1.031,20,True,"match su cognome (squadra diversa, trasferimento presunto)",0.982,"nome completo -- titolarita' 64%, minuti giocati 56% del possibile; 1.8 tackle+intercetti/90",20
Antonio Vergara,Napoli,C,22,12,612,1,2,0.71,0.84,2,0,22,0.922,20,True,match su cognome+squadra,0.955,"nome completo -- titolarita' 67%, minuti giocati 18% del possibile; 1.9 tackle+intercetti/90",19
Frendrup,Genoa,C,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,20
Gandelman,Lecce,C,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,20
Milla,Como,C,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20
Oulai,Fiorentina,C,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20
Pessina,Monza,C,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,20
Alieu Fadera,Como,C,23,28,987,2,1,2.36,0.88,5,0,20,0.937,19,True,"match su cognome (squadra diversa, trasferimento presunto)",0.953,"nome completo -- titolarita' 29%, minuti giocati 29% del possibile; 2.5 tackle+intercetti/90",18
Daniel Maldini,Cagliari,C,23,12,687,2,1,2.15,0.56,0,0,20,0.93,19,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),19
Tommaso Pobega,Bologna,C,26,26,1434,3,1,1.84,0.55,2,1,20,0.954,19,True,match su cognome+squadra,0.994,"nome completo -- titolarita' 65%, minuti giocati 42% del possibile; 2.4 tackle+intercetti/90",19
Jakub Piotrowski,Udinese,C,27,33,1696,1,1,3.21,0.78,2,0,20,0.95,19,True,match su cognome+squadra,0.987,"nome completo -- titolarita' 61%, minuti giocati 50% del possibile; 2.1 tackle+intercetti/90",19
Mandela Keita,Parma,C,23,37,2979,1,1,0.48,0.28,1,0,20,0.965,19,True,match su cognome+squadra,1.082,"nome completo -- titolarita' 97%, minuti giocati 87% del possibile; 2.7 tackle+intercetti/90",21
Marco Brescianini,Fiorentina,C,25,17,862,1,1,2.15,1.14,1,0,21,0.923,19,True,match su cognome+squadra,0.893,"cognome + squadra -- titolarita' 59%, minuti giocati 25% del possibile; 0.3 tackle+intercetti/90",17
Giovanni Fabbian,Fiorentina,C,22,14,705,2,0,1.95,0.95,0,0,21,0.912,19,True,"match su cognome (squadra diversa, trasferimento presunto)",0.865,"cognome + squadra -- titolarita' 27%, minuti giocati 14% del possibile; 0.6 tackle+intercetti/90",16
Schmid,Frosinone,C,,,,,,,,,,19,1.0,19,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,19
Tommaso Baldanzi,Genoa,C,22,10,386,1,0,1.35,0.41,2,0,20,0.877,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.95,"cognome + squadra -- titolarita' 62%, minuti giocati 12% del possibile; 2.0 tackle+intercetti/90",17
Michel Ndary Adopo,Cagliari,C,25,38,3050,1,2,2.53,2.44,4,0,18,1.014,18,True,match su cognome+squadra,1.037,"nome completo -- titolarita' 87%, minuti giocati 89% del possibile; 1.9 tackle+intercetti/90",19
Toma Bašić,Venezia,C,28,23,1735,2,3,1.31,2.41,0,1,18,0.999,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.99,"nome completo -- titolarita' 100%, minuti giocati 51% del possibile; 1.3 tackle+intercetti/90",18
Nikola Moro,Bologna,C,27,30,1799,2,0,0.93,2.05,1,0,19,0.944,18,True,match su cognome+squadra,0.961,"nome completo -- titolarita' 63%, minuti giocati 53% del possibile; 1.4 tackle+intercetti/90",17
Fabio Miretti,Juventus,C,21,23,617,1,2,1.63,1.25,1,0,19,0.93,18,True,match su cognome+squadra,0.912,"nome completo -- titolarita' 22%, minuti giocati 18% del possibile; 1.9 tackle+intercetti/90",16
Lewis Ferguson,Bologna,C,25,27,1601,1,0,0.65,1.57,7,1,20,0.906,18,True,match su cognome+squadra,0.965,"nome completo -- titolarita' 63%, minuti giocati 47% del possibile; 1.6 tackle+intercetti/90",17
Davide Frattesi,Lazio,C,25,22,569,0,0,2.29,0.6,0,0,21,0.874,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.893,"nome completo -- titolarita' 14%, minuti giocati 17% del possibile; 1.6 tackle+intercetti/90",16
Giovanni Fabbian,Fiorentina,C,22,15,468,0,0,0.72,0.7,2,0,21,0.862,18,True,match su cognome+squadra,0.92,"cognome unico (probabile trasferimento) -- titolarita' 57%, minuti giocati 21% del possibile; 1.2 tackle+intercetti/90",17
Edon Zhegrova,Juventus,C,26,19,382,0,0,0.76,1.03,1,0,21,0.861,18,True,match su cognome+squadra,0.85,"nome completo -- titolarita' 0%, minuti giocati 11% del possibile; 0.7 tackle+intercetti/90",15
Marco Brescianini,Fiorentina,C,25,9,182,1,0,0.2,0.1,1,0,21,0.861,18,True,"match su cognome (squadra diversa, trasferimento presunto)",0.885,"cognome unico (probabile trasferimento) -- titolarita' 0%, minuti giocati 5% del possibile",16
Liberali,Como,C,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18
Sow,Genoa,C,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18
Stankovic,Inter,C,,,,,,,,,,18,1.0,18,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,18
Daniel Maldini,Cagliari,C,23,9,264,0,0,0.66,0.62,1,0,20,0.857,17,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),17
Ellertsson,Genoa,C,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,17
Gomez,Udinese,C,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,17
Perez,Venezia,C,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),17
Sorensen,Parma,C,,,,,,,,,,17,1.0,17,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,17
Cher Ndour,Fiorentina,C,21,33,1876,3,0,2.61,0.35,2,0,17,0.959,16,True,match su cognome+squadra,0.968,"nome completo -- titolarita' 61%, minuti giocati 55% del possibile; 1.5 tackle+intercetti/90",15
Hans Nicolussi Caviglia,Parma,C,25,15,869,0,3,0.73,0.82,0,0,17,0.933,16,True,match su cognome+squadra,0.932,"cognome + squadra -- titolarita' 67%, minuti giocati 25% del possibile; 1.1 tackle+intercetti/90",15
Emirhan İlkhan,Torino,C,21,19,1001,1,2,2.36,1.22,2,1,17,0.939,16,True,match su cognome+squadra,1.004,"nome completo -- titolarita' 68%, minuti giocati 29% del possibile; 2.9 tackle+intercetti/90",16
Matteo Prati,Cagliari,C,21,20,1268,1,0,1.2,1.44,4,0,18,0.91,16,True,match su cognome+squadra,0.98,"cognome + squadra -- titolarita' 75%, minuti giocati 37% del possibile; 1.9 tackle+intercetti/90",16
Andy Diouf,Inter,C,22,19,493,1,0,0.94,1.75,1,0,18,0.889,16,True,match su cognome+squadra,0.886,"nome completo -- titolarita' 21%, minuti giocati 14% del possibile; 1.3 tackle+intercetti/90",14
Matteo Prati,Cagliari,C,21,13,614,0,1,0.47,0.26,2,0,18,0.881,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.915,"cognome unico (probabile trasferimento) -- titolarita' 54%, minuti giocati 18% del possibile; 1.2 tackle+intercetti/90",15
Jacopo Fazzini,Cagliari,C,22,20,584,0,0,0.88,0.72,2,0,18,0.866,16,True,"match su cognome (squadra diversa, trasferimento presunto)",0.93,"nome completo -- titolarita' 25%, minuti giocati 17% del possibile; 2.3 tackle+intercetti/90",15
Colpani,Monza,C,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,16
Koutsoupias,Frosinone,C,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,16
Masini,Frosinone,C,,,,,,,,,,16,1.0,16,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),16
Fisayo Dele-Bashiru,Lazio,C,24,24,1187,1,0,0.59,1.12,0,0,17,0.901,15,True,match su cognome+squadra,0.933,"nome completo -- titolarita' 46%, minuti giocati 35% del possibile; 1.4 tackle+intercetti/90",14
Simon Sohm,Venezia,C,24,16,708,0,1,0.18,1.74,2,0,17,0.894,15,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),15
Hans Nicolussi Caviglia,Parma,C,25,11,585,0,1,0.12,0.92,4,0,17,0.882,15,True,"match su cognome (squadra diversa, trasferimento presunto)",0.937,"cognome unico (probabile trasferimento) -- titolarita' 64%, minuti giocati 17% del possibile; 1.5 tackle+intercetti/90",14
Simon Sohm,Venezia,C,24,12,717,0,0,0.61,0.3,1,0,17,0.867,15,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),15
Busio,Venezia,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Cichella,Frosinone,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Hainaut,Venezia,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Lindstrom,Napoli,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Payero,Udinese,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),15
Traorè,Genoa,C,,,,,,,,,,15,1.0,15,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,15
Gaetano Oristanio,Torino,C,22,20,859,1,0,2.4,0.6,1,0,16,0.899,14,True,"match su cognome (squadra diversa, trasferimento presunto)",0.897,"nome completo -- titolarita' 40%, minuti giocati 25% del possibile; 0.8 tackle+intercetti/90",13
Luca Lipani,Sassuolo,C,20,24,1034,0,1,0.92,1.11,3,0,16,0.901,14,True,match su cognome+squadra,0.976,"nome completo -- titolarita' 42%, minuti giocati 30% del possibile; 2.8 tackle+intercetti/90",14
Lorenzo Venturino,Genoa,C,19,10,207,0,0,0.29,0.44,0,0,16,0.85,14,True,"match su cognome (squadra diversa, trasferimento presunto)",0.881,"cognome + squadra -- titolarita' 0%, minuti giocati 1% del possibile",12
Woyo Coulibaly,Lecce,C,26,20,1054,0,0,0.11,0.3,2,0,16,0.87,14,True,"match su cognome (squadra diversa, trasferimento presunto)",0.952,"nome completo -- titolarita' 45%, minuti giocati 31% del possibile; 2.1 tackle+intercetti/90",13
Grillitsch,Frosinone,C,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,14
Sottil,Fiorentina,C,,,,,,,,,,14,1.0,14,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),14
Luca Mazzitelli,Como,C,29,18,767,2,2,0.71,1.07,3,0,14,0.944,13,True,"match su cognome (squadra diversa, trasferimento presunto)",0.965,"nome completo -- titolarita' 50%, minuti giocati 22% del possibile; 2.5 tackle+intercetti/90",13
Lennon Miller,Udinese,C,18,24,996,0,2,0.31,1.35,4,0,14,0.916,13,True,match su cognome+squadra,0.937,"nome completo -- titolarita' 38%, minuti giocati 29% del possibile; 1.9 tackle+intercetti/90",12
Ardon Jashari,Milan,C,23,14,701,0,1,0.24,1.13,0,0,15,0.889,13,True,match su cognome+squadra,0.947,"nome completo -- titolarita' 50%, minuti giocati 20% del possibile; 2.1 tackle+intercetti/90",12
Reda Belahyane,Lazio,C,21,13,609,0,2,0.21,1.13,1,1,14,0.895,13,True,match su cognome+squadra,0.918,"nome completo -- titolarita' 38%, minuti giocati 18% del possibile; 1.6 tackle+intercetti/90",12
Nicolò Rovella,Lazio,C,23,11,512,0,1,0.02,1.47,2,1,15,0.876,13,True,match su cognome+squadra,0.995,"nome completo -- titolarita' 55%, minuti giocati 15% del possibile; 3.3 tackle+intercetti/90",13
Edoardo Iannoni,Sassuolo,C,24,15,260,1,0,0.76,0,3,0,15,0.866,13,True,match su cognome+squadra,0.893,"nome completo -- titolarita' 7%, minuti giocati 8% del possibile",12
Chakvetadze,Udinese,C,,,,,,,,,,13,1.0,13,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,13
Sulemana,Atalanta,C,,,,,,,,,,13,1.0,13,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome ambiguo (4 candidati),13
Winks,Cagliari,C,,,,,,,,,,13,1.0,13,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,13
Kristjan Asllani,Inter,C,23,15,1129,0,0,1.16,1.13,3,0,13,0.888,12,True,"match su cognome (squadra diversa, trasferimento presunto)",0.994,"nome completo -- titolarita' 87%, minuti giocati 33% del possibile; 2.1 tackle+intercetti/90",12
Christian Ordoñez,Parma,C,21,28,1091,1,0,0.45,0.27,5,1,14,0.881,12,True,match su cognome+squadra,0.942,"nome completo -- titolarita' 43%, minuti giocati 32% del possibile; 1.8 tackle+intercetti/90",11
Ivan Ilić,Torino,C,24,8,416,0,0,0,0.72,2,0,14,0.857,12,True,match su cognome+squadra,0.956,"nome completo -- titolarita' 62%, minuti giocati 12% del possibile; 2.2 tackle+intercetti/90",11
Bondo,Milan,C,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),12
Meichtry,Genoa,C,,,,,,,,,,12,1.0,12,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,12
Alessandro Deiola,Cagliari,C,29,20,1430,0,2,2.23,0.6,3,0,12,0.938,11,True,match su cognome+squadra,1.0,"nome completo -- titolarita' 85%, minuti giocati 42% del possibile; 2.1 tackle+intercetti/90",11
Yunus Musah,Milan,C,22,19,574,1,0,0.75,0.11,1,0,13,0.876,11,True,"match su cognome (squadra diversa, trasferimento presunto)",0.975,"cognome + squadra -- titolarita' 100%, minuti giocati 3% del possibile",11
Yunus Musah,Milan,C,22,1,90,0,0,0,0.63,0,0,13,0.848,11,True,match su cognome+squadra,0.899,"cognome unico (probabile trasferimento) -- titolarita' 21%, minuti giocati 17% del possibile; 1.6 tackle+intercetti/90",10
Oier Zarraga,Udinese,C,26,24,475,0,0,0.6,0.13,2,0,13,0.855,11,True,match su cognome+squadra,0.917,"nome completo -- titolarita' 8%, minuti giocati 14% del possibile; 2.5 tackle+intercetti/90",10
Amondarain,Bologna,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11
Amorim,Genoa,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11
Ciurria,Monza,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11
Colombo,Monza,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11
Fitz-Jim,Torino,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,11
Zerbin,Frosinone,C,,,,,,,,,,11,1.0,11,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),11
Bennacer,Milan,C,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10
Duncan,Venezia,C,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10
Gelli,Frosinone,C,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10
Helgason,Venezia,C,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),10
Sala,Lecce,C,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,10
Vasilije Adžić,Sassuolo,C,19,10,171,1,0,0.23,0.18,0,0,10,0.863,9,True,"match su cognome (squadra diversa, trasferimento presunto)",0.894,"nome completo -- titolarita' 10%, minuti giocati 5% del possibile",8
Sandi Lovrić,Udinese,C,27,6,161,0,1,0.13,1.17,1,0,10,0.873,9,True,match su cognome+squadra,0.9,"cognome + squadra -- titolarita' 17%, minuti giocati 5% del possibile",8
Faustino Anjorin,Torino,C,23,15,289,0,0,0.6,0.12,1,0,11,0.851,9,True,match su cognome+squadra,0.957,"nome completo -- titolarita' 7%, minuti giocati 8% del possibile; 3.8 tackle+intercetti/90",9
Compagnon,Venezia,C,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9
Kone,Frosinone,C,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9
Maleh,Lecce,C,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,9
Billy Gilmour,Napoli,C,24,17,805,1,0,0.57,0.48,1,0,9,0.885,8,True,match su cognome+squadra,0.95,"nome completo -- titolarita' 47%, minuti giocati 24% del possibile; 2.1 tackle+intercetti/90",8
Darryl Bakola,Sassuolo,C,17,6,128,0,1,0.13,0.47,0,0,9,0.867,8,True,match su cognome+squadra,0.899,"nome completo -- titolarita' 17%, minuti giocati 4% del possibile",7
Ben Cremaschi,Parma,C,20,8,132,0,0,0.02,0.01,0,0,10,0.844,8,True,match su cognome+squadra,0.907,"nome completo -- titolarita' 25%, minuti giocati 4% del possibile",7
Cajuste,Napoli,C,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8
El Azzouzi,Bologna,C,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8
Ngom,Lecce,C,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,8
