nome,squadra,ruolo,eta,presenze,minuti,gol,assist,xG,xA,gialli,rossi,quotazione_ufficiale,correttivo_statistico,valore_finale,analizzato,note_match,fattore_affidabilita,note_fbref,valore_v4,voto_medio_2025_26,valore_moneyball,note_moneyball
Corrado,Frosinone,D,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10,,10,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Ravanelli,Monza,D,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,10,,10,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Siebert,Lecce,D,,,,,,,,,,10,1.0,10,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,10,,10,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Riyad Idrissi,Cagliari,D,20,23,783,2,0,0.79,0.25,3,0,10,0.87,9,True,match su cognome+squadra,0.952,"nome completo -- titolarita' 17%, minuti giocati 23% del possibile; 2.8 tackle+intercetti/90",9,6.62,2,"nome completo -- 23 presenze, voto 6.62, baseline D 6.76"
Patric,Lazio,D,32,14,667,0,0,0.23,0.31,2,0,11,0.791,9,True,match su cognome+squadra,0.863,"nome completo -- titolarita' 43%, minuti giocati 20% del possibile; 0.4 tackle+intercetti/90",8,6.79,1,"nome completo -- 14 presenze, voto 6.79, baseline D 6.76"
Lautaro Valenti,Parma,D,26,27,2252,0,0,0.49,1.17,7,0,9,0.969,9,True,match su cognome+squadra,1.039,"nome completo -- titolarita' 93%, minuti giocati 66% del possibile; 2.2 tackle+intercetti/90",9,6.88,1,"cognome univoco -- 27 presenze, voto 6.88, baseline D 6.76"
Luca Pellegrini,Lazio,D,26,24,1469,1,0,0.64,0.83,8,0,10,0.92,9,True,match su cognome+squadra,0.983,"nome completo -- titolarita' 71%, minuti giocati 43% del possibile; 2.0 tackle+intercetti/90",9,,9,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Josh Doig,Sassuolo,D,23,30,1917,0,0,0.75,1.5,5,0,10,0.943,9,True,match su cognome+squadra,0.998,"nome completo -- titolarita' 73%, minuti giocati 56% del possibile; 2.0 tackle+intercetti/90",9,6.61,1,"nome completo -- 30 presenze, voto 6.61, baseline D 6.76"
Alhassane,Bologna,D,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9,,9,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Comert,Torino,D,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9,,9,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Schingtienne,Venezia,D,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9,,9,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sverko,Venezia,D,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,9,,9,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Terracciano,Milan,D,,,,,,,,,,9,1.0,9,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome unico (probabile trasferimento),9,,9,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
Alessandro Zanoli,Udinese,D,24,19,1280,1,2,0.1,1.55,1,0,8,0.939,8,True,match su cognome+squadra,0.98,"cognome + squadra -- titolarita' 84%, minuti giocati 37% del possibile; 1.8 tackle+intercetti/90",8,,8,nessun ricalcolo (nome ambiguo (2 omonimi)) -- resta il valore v4
Sascha Britschgi,Parma,D,18,29,2095,0,2,0.41,2.03,7,1,8,0.969,8,True,match su cognome+squadra,0.962,"nome completo -- titolarita' 76%, minuti giocati 61% del possibile; 1.1 tackle+intercetti/90",8,6.52,1,"cognome univoco -- 29 presenze, voto 6.52, baseline D 6.76"
Niccolò Fortini,Fiorentina,D,19,16,541,0,0,0.23,0.46,0,0,10,0.775,8,True,match su cognome+squadra,0.914,"nome completo -- titolarita' 12%, minuti giocati 16% del possibile; 2.2 tackle+intercetti/90",7,6.74,1,"cognome univoco -- 16 presenze, voto 6.74, baseline D 6.76"
Alberto Moreno,Venezia,D,33,19,1233,2,1,1.59,1.92,4,0,8,0.967,8,True,"match su cognome (squadra diversa, trasferimento presunto)",0.947,"nome completo -- titolarita' 68%, minuti giocati 36% del possibile; 1.4 tackle+intercetti/90",8,6.84,10,"nome completo -- 19 presenze, voto 6.84, baseline D 6.76"
Luca Marianucci,Napoli,D,21,10,575,0,0,0.02,0.67,2,0,10,0.784,8,True,"match su cognome (squadra diversa, trasferimento presunto)",0.929,"cognome + squadra -- titolarita' 50%, minuti giocati 4% del possibile",7,,7,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Luca Marianucci,Napoli,D,21,2,119,0,1,0.01,0.31,0,0,10,0.751,8,True,match su cognome+squadra,0.952,"cognome unico (probabile trasferimento) -- titolarita' 60%, minuti giocati 17% del possibile; 2.0 tackle+intercetti/90",8,,8,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Akpoguma,Frosinone,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Franjic,Venezia,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gaspar,Lecce,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Kumbulla,Roma,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mussolini,Lazio,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Oyono,Frosinone,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Puczka,Genoa,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sagrado,Venezia,D,,,,,,,,,,8,1.0,8,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,8,,8,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pervis Estupiñán,Milan,D,27,19,1034,1,1,0.48,1.58,5,1,8,0.879,7,True,match su cognome+squadra,0.958,"nome completo -- titolarita' 68%, minuti giocati 30% del possibile; 1.7 tackle+intercetti/90",7,6.72,1,"cognome univoco -- 19 presenze, voto 6.72, baseline D 6.76"
Enzo Ebosse,Udinese,D,26,13,1115,0,1,0,0.52,3,0,8,0.858,7,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome ambiguo (2 candidati),7,,7,nessun ricalcolo (nome ambiguo (3 omonimi)) -- resta il valore v4
Alberto Dossena,Como,D,26,12,859,0,1,0.9,0.61,5,0,8,0.84,7,True,"match su cognome (squadra diversa, trasferimento presunto)",1.0,cognome + squadra,7,,7,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Saba Goglichidze,Udinese,D,21,8,424,0,0,0.55,0.06,2,0,9,0.77,7,True,match su cognome+squadra,1.003,"nome completo -- titolarita' 50%, minuti giocati 12% del possibile; 3.4 tackle+intercetti/90",7,6.58,1,"cognome univoco -- 8 presenze, voto 6.58, baseline D 6.76"
Bracaglia,Frosinone,D,,,,,,,,,,7,1.0,7,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,7,,7,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gelli,Frosinone,D,,,,,,,,,,7,1.0,7,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,7,,7,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mitaj,Genoa,D,,,,,,,,,,7,1.0,7,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,7,,7,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Cristiano Biraghi,Torino,D,32,14,517,0,0,0.06,0.36,0,0,8,0.777,6,True,match su cognome+squadra,0.916,"nome completo -- titolarita' 36%, minuti giocati 15% del possibile; 1.8 tackle+intercetti/90",5,6.6,1,"nome completo -- 14 presenze, voto 6.60, baseline D 6.76"
Angeliño,Roma,D,28,7,416,0,0,0.23,0.28,2,0,8,0.769,6,True,match su cognome+squadra,0.966,"nome completo -- titolarita' 71%, minuti giocati 12% del possibile; 2.2 tackle+intercetti/90",6,6.86,1,"nome completo -- 7 presenze, voto 6.86, baseline D 6.76"
Jay Idzes,Sassuolo,D,25,35,3061,0,0,0.2,0.74,2,0,6,1.054,6,True,match su cognome+squadra,1.032,"nome completo -- titolarita' 100%, minuti giocati 90% del possibile; 1.6 tackle+intercetti/90",6,6.71,1,"cognome univoco -- 35 presenze, voto 6.71, baseline D 6.76"
Abdoulaye Ndiaye,Parma,D,23,11,780,0,0,0.36,0.02,5,1,7,0.786,6,True,match su cognome+squadra,0.997,"nome completo -- titolarita' 82%, minuti giocati 23% del possibile; 2.4 tackle+intercetti/90",6,6.6,1,"cognome univoco -- 11 presenze, voto 6.60, baseline D 6.76"
Jan Ziółkowski,Roma,D,20,18,517,0,0,0.14,0.04,3,0,8,0.773,6,True,match su cognome+squadra,0.997,"nome completo -- titolarita' 28%, minuti giocati 15% del possibile; 3.7 tackle+intercetti/90",6,6.81,1,"cognome univoco -- 18 presenze, voto 6.81, baseline D 6.76"
Fali Candé,Sassuolo,D,27,12,509,0,0,0.17,0.01,2,0,8,0.773,6,True,match su cognome+squadra,0.929,"nome completo -- titolarita' 42%, minuti giocati 15% del possibile; 1.9 tackle+intercetti/90",6,6.54,1,"nome completo -- 12 presenze, voto 6.54, baseline D 6.76"
Edoardo Goldaniga,Como,D,31,2,15,0,0,0,0,0,0,8,0.75,6,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",5,7.0,1,"cognome univoco -- 2 presenze, voto 7.00, baseline D 6.76"
Cittadini,Frosinone,D,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6,,6,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Jean,Lecce,D,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,6,,6,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Lucchesi,Monza,D,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,6,,6,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Otoa,Genoa,D,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,6,,6,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Pieragnolo,Sassuolo,D,,,,,,,,,,6,1.0,6,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,6,,6,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Pasquale Mazzocchi,Napoli,D,30,16,310,0,1,0.05,1.14,0,1,6,0.756,5,True,match su cognome+squadra,0.876,"nome completo -- titolarita' 12%, minuti giocati 9% del possibile; 1.5 tackle+intercetti/90",4,6.13,1,"nome completo -- 16 presenze, voto 6.13, baseline D 6.76"
Nicolò Casale,Bologna,D,27,12,678,0,0,0.75,0.2,0,0,6,0.805,5,True,match su cognome+squadra,0.921,"nome completo -- titolarita' 67%, minuti giocati 20% del possibile; 1.2 tackle+intercetti/90",5,6.62,1,"nome completo -- 12 presenze, voto 6.62, baseline D 6.76"
Eivind Helland,Bologna,D,20,6,484,0,0,0.1,0.15,2,0,7,0.774,5,True,match su cognome+squadra,0.996,"nome completo -- titolarita' 100%, minuti giocati 14% del possibile; 2.2 tackle+intercetti/90",5,6.8,1,"cognome univoco -- 6 presenze, voto 6.80, baseline D 6.76"
Amey,Frosinone,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5,,5,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Brorsson,Monza,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5,,5,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Diawara,Milan,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5,,5,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
El Azzouzi,Frosinone,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5,,5,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Gomes,Venezia,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,5,,5,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Kouassi,Lecce,D,,,,,,,,,,5,1.0,5,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,5,,5,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Juan Arizala,Udinese,D,19,10,191,0,0,0.03,0.14,0,0,5,0.75,4,True,match su cognome+squadra,0.894,"nome completo -- titolarita' 10%, minuti giocati 6% del possibile",4,6.65,1,"cognome univoco -- 10 presenze, voto 6.65, baseline D 6.76"
Franco Carboni,Parma,D,22,7,114,0,0,0,0,0,0,6,0.75,4,True,match su cognome+squadra,0.896,"nome completo -- titolarita' 14%, minuti giocati 3% del possibile",4,,4,nessun ricalcolo (cognome ambiguo (3 candidati)) -- resta il valore v4
Tariq Lamptey,Fiorentina,D,24,2,25,0,0,0,0.12,0,0,5,0.75,4,True,match su cognome+squadra,0.927,"nome completo -- titolarita' 50%, minuti giocati 1% del possibile",4,6.8,1,"cognome univoco -- 2 presenze, voto 6.80, baseline D 6.76"
Lorenzo De Silvestri,Bologna,D,37,12,491,0,0,0,0.16,2,0,5,0.773,4,True,match su cognome+squadra,0.914,"nome completo -- titolarita' 50%, minuti giocati 14% del possibile; 1.5 tackle+intercetti/90",4,6.7,1,"nome completo -- 12 presenze, voto 6.70, baseline D 6.76"
Mitchel Bakker,Atalanta,D,25,1,9,0,0,0,0,0,0,6,0.75,4,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",4,6.6,1,"cognome univoco -- 1 presenze, voto 6.60, baseline D 6.76"
Eddy Kouadio,Monza,D,19,3,72,0,0,0,0.01,0,0,5,0.75,4,True,"match su cognome (squadra diversa, trasferimento presunto)",0.882,"nome completo -- titolarita' 0%, minuti giocati 2% del possibile",4,6.8,1,"cognome univoco -- 3 presenze, voto 6.80, baseline D 6.76"
Gigot,Lazio,D,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,4,,4,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Kofler,Cagliari,D,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,4,,4,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Ndaba,Lecce,D,,,,,,,,,,4,1.0,4,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,4,,4,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Daniele Rugani,Juventus,D,31,6,250,0,0,0,0,0,0,4,0.75,3,True,match su cognome+squadra,0.933,"cognome + squadra -- titolarita' 50%, minuti giocati 7% del possibile",3,,3,nessun ricalcolo (nome ambiguo (2 omonimi)) -- resta il valore v4
Matteo Palma,Udinese,D,17,5,120,0,0,0,0,0,0,4,0.75,3,True,match su cognome+squadra,0.902,"nome completo -- titolarita' 20%, minuti giocati 4% del possibile",3,6.48,1,"cognome univoco -- 5 presenze, voto 6.48, baseline D 6.76"
Cas Odenthal,Sassuolo,D,24,1,1,0,0,0,0,0,0,4,0.75,3,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",3,,3,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Daniele Rugani,Juventus,D,31,6,327,0,0,0.27,0,2,0,4,0.758,3,True,"match su cognome (squadra diversa, trasferimento presunto)",0.974,"cognome unico (probabile trasferimento) -- titolarita' 67%, minuti giocati 10% del possibile; 2.5 tackle+intercetti/90",3,,3,nessun ricalcolo (nome ambiguo (2 omonimi)) -- resta il valore v4
Luís Balbo,Fiorentina,D,19,6,212,0,0,0,0.06,0,0,4,0.75,3,True,match su cognome+squadra,0.901,"nome completo -- titolarita' 17%, minuti giocati 6% del possibile",3,6.77,1,"cognome univoco -- 6 presenze, voto 6.77, baseline D 6.76"
Antov,Monza,D,,,,,,,,,,3,1.0,3,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,3,,3,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Branimir Mlacic,Udinese,D,18,7,166,0,0,0,0.05,2,0,3,0.75,2,True,match su cognome+squadra,0.911,"nome completo -- titolarita' 29%, minuti giocati 5% del possibile",2,6.83,1,"nome completo -- 7 presenze, voto 6.83, baseline D 6.76"
Ali Dembélé,Torino,D,21,2,21,0,0,0.05,0,0,0,3,0.75,2,True,match su cognome+squadra,0.881,"nome completo -- titolarita' 0%, minuti giocati 1% del possibile",2,6.55,1,"cognome univoco -- 2 presenze, voto 6.55, baseline D 6.76"
Obleac,Frosinone,D,,,,,,,,,,2,1.0,2,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,2,,2,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Matteo Cocchi,Inter,D,18,1,17,0,0,0,0,0,0,1,0.75,1,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,6.9,1,"cognome univoco -- 1 presenze, voto 6.90, baseline D 6.76"
David Odogu,Milan,D,19,2,6,0,0,0,0,0,0,1,0.75,1,True,match su cognome+squadra,0.88,"nome completo -- titolarita' 0%, minuti giocati 0% del possibile",1,6.6,1,"cognome univoco -- 2 presenze, voto 6.60, baseline D 6.76"
Eman Košpo,Fiorentina,D,18,0,0,0,0,,,0,0,1,0.75,1,True,match su cognome+squadra,1.0,nome completo,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Abankwah,Udinese,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Bakoune,Monza,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Bovio,Inter,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Capolupo,Monza,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Comi,Atalanta,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
De Paoli,Como,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Galassi,Lazio,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Kumer Celik,Genoa,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Ligue,Venezia,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mannini,Roma,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Markovic,Bologna,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Obaretin,Napoli,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Perez,Lecce,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Sangaré,Roma,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Sidibé,Venezia,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Venturi,Venezia,D,,,,,,,,,,1,1.0,1,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,nessun candidato per cognome,1,,1,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
Mile Svilar,Roma,P,25,38,3420,0,0,0,0,0,0,38,1.0,38,True,match su cognome+squadra,1.134,"nome completo -- titolarita' 100%, minuti giocati 100% del possibile; clean sheet 47%, 0.82 gol subiti/90, 78% parate",43,7.07,7,"nome completo -- 38 presenze, voto 7.07, baseline P 6.95"
Mike Maignan,Milan,P,30,37,3295,0,0,0,0,4,0,34,1.0,34,True,match su cognome+squadra,1.095,"nome completo -- titolarita' 100%, minuti giocati 96% del possibile; clean sheet 38%, 0.96 gol subiti/90, 75% parate",37,7.23,13,"nome completo -- 37 presenze, voto 7.23, baseline P 6.95"
Marco Carnesecchi,Atalanta,P,25,37,3330,0,0,0,0,0,0,34,1.0,34,True,match su cognome+squadra,1.089,"nome completo -- titolarita' 100%, minuti giocati 97% del possibile; clean sheet 35%, 0.95 gol subiti/90, 76% parate",37,7.34,22,"nome completo -- 37 presenze, voto 7.34, baseline P 6.95"
Jean Butez,Como,P,30,38,3420,0,1,0,0.45,3,0,32,1.0,32,True,match su cognome+squadra,1.145,"nome completo -- titolarita' 100%, minuti giocati 100% del possibile; clean sheet 50%, 0.76 gol subiti/90, 75% parate",37,7.23,15,"cognome univoco -- 38 presenze, voto 7.23, baseline P 6.95"
Vanja Milinković-Savić,Napoli,P,28,27,2430,0,1,0,0.3,0,0,29,1.0,29,True,match su cognome+squadra,1.087,"nome completo -- titolarita' 100%, minuti giocati 71% del possibile; clean sheet 41%, 0.89 gol subiti/90, 69% parate",32,,32,nessun ricalcolo (cognome ambiguo (2 candidati)) -- resta il valore v4
Josep Martinez,Inter,P,27,5,450,0,0,0,0,0,0,29,1.0,29,True,"match su cognome+squadra, spareggiato su portiere",1.096,"nome completo -- titolarita' 100%, minuti giocati 13% del possibile; clean sheet 60%, 0.80 gol subiti/90, 71% parate",32,6.76,1,"nome completo -- 5 presenze, voto 6.76, baseline P 6.95"
Michele Di Gregorio,Juventus,P,28,30,2655,0,0,0,0,1,0,26,1.0,26,True,match su cognome+squadra,1.113,"nome completo -- titolarita' 97%, minuti giocati 78% del possibile; clean sheet 48%, 0.85 gol subiti/90, 71% parate",29,6.95,1,"cognome univoco -- 30 presenze, voto 6.95, baseline P 6.95"
Łukasz Skorupski,Bologna,P,34,19,1592,0,0,0,0,1,1,25,1.0,25,True,match su cognome+squadra,1.063,"nome completo -- titolarita' 100%, minuti giocati 46% del possibile; clean sheet 42%, 1.02 gol subiti/90, 65% parate",27,6.8,1,"nome completo -- 19 presenze, voto 6.80, baseline P 6.95"
Mandas,Lazio,P,,,,,,,,,,25,1.0,25,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,25,,25,nessun ricalcolo (nessun voto trovato) -- resta il valore v4
David de Gea,Fiorentina,P,34,37,3330,0,0,0,0.03,0,0,24,1.0,24,True,match su cognome+squadra,1.042,"nome completo -- titolarita' 100%, minuti giocati 97% del possibile; clean sheet 27%, 1.32 gol subiti/90, 71% parate",25,6.99,2,"nome completo -- 37 presenze, voto 6.99, baseline P 6.95"
Elia Caprile,Cagliari,P,23,38,3420,0,0,0,0.12,2,0,20,1.0,20,True,match su cognome+squadra,1.023,"nome completo -- titolarita' 100%, minuti giocati 100% del possibile; clean sheet 21%, 1.39 gol subiti/90, 70% parate",20,7.04,4,"cognome univoco -- 38 presenze, voto 7.04, baseline P 6.95"
Bijlow,Genoa,P,,,,,,,,,,20,1.0,20,False,non presente nelle nostre statistiche 2025-26 (nuovo/promosso/squadra non coperta),1.0,cognome + squadra,20,,20,"nessun ricalcolo (cognome univoco, 0 presenze 2025-26) -- resta il valore v4"
Alberto Paleari,Torino,P,32,29,2610,0,0,0,0,1,0,18,1.0,18,True,match su cognome+squadra,1.022,"nome completo -- titolarita' 100%, minuti giocati 76% del possibile; clean sheet 31%, 1.55 gol subiti/90, 65% parate",18,7.09,5,"cognome univoco -- 29 presenze, voto 7.09, baseline P 6.95"
